DC ID,Latitude,Longitude,Assemb,Fixed,q0,c0,q1_old,c1,q2_old,c2
DC1655,35.007,-81.23,6.13,154300,150000,0.77,100000,0.69,100000,0.69
DC1656,45.474,-98.493,2.74,136800,150000,0.68,100000,0.62,100000,0.62
DC1657,44.311,-96.792,3.58,142900,150000,0.71,100000,0.64,100000,0.64
DC1658,45.22,-96.63,1.11,143300,150000,0.72,100000,0.64,100000,0.64
DC1659,44.368,-100.351,6.99,130800,150000,0.65,100000,0.59,100000,0.59
DC1660,44.022,-103.405,4.13,186000,150000,0.93,100000,0.84,100000,0.84
DC1661,44.14,-103.197,3.49,183300,150000,0.92,100000,0.82,100000,0.82
DC1662,43.603,-96.717,6.39,140800,150000,0.7,100000,0.63,100000,0.63
DC1663,43.547,-96.73,4.79,141200,150000,0.71,100000,0.64,100000,0.64
DC1664,35.792,-83.98,7.33,141500,150000,0.71,100000,0.64,100000,0.64
DC1665,35.425,-84.627,3.84,113400,150000,0.57,100000,0.51,100000,0.51
DC1666,35.209,-89.799,1.07,109400,150000,0.55,100000,0.49,100000,0.49
DC1667,35.049,-85.312,2.20,116400,150000,0.58,100000,0.52,100000,0.52
DC1668,36.472,-87.361,2.85,134800,150000,0.67,100000,0.61,100000,0.61
DC1669,35.098,-84.93,7.91,121200,150000,0.61,100000,0.55,100000,0.55
DC1670,35.06,-89.644,2.30,115700,150000,0.58,100000,0.52,100000,0.52
DC1671,35.66,-87.022,6.11,134200,150000,0.67,100000,0.6,100000,0.6
DC1672,36.245,-85.541,0.19,122000,150000,0.61,100000,0.55,100000,0.55
DC1673,35.138,-89.766,2.38,116400,150000,0.58,100000,0.52,100000,0.52
DC1674,35.919,-84.961,0.48,111700,150000,0.56,100000,0.5,100000,0.5
DC1675,35.486,-85.044,1.44,112200,150000,0.56,100000,0.5,100000,0.5
DC1676,36.105,-87.421,2.38,134800,150000,0.67,100000,0.61,100000,0.61
DC1677,36.321,-88.692,2.87,110400,150000,0.55,100000,0.5,100000,0.5
DC1678,36.045,-89.436,4.73,112700,150000,0.56,100000,0.51,100000,0.51
DC1679,35.905,-86.772,1.23,133800,150000,0.67,100000,0.6,100000,0.6
DC1680,36.405,-86.439,4.58,128300,150000,0.64,100000,0.58,100000,0.58
DC1681,36.37,-86.722,3.98,132100,150000,0.66,100000,0.59,100000,0.59
DC1682,36.244,-82.843,1.63,124200,150000,0.62,100000,0.56,100000,0.56
DC1683,35.942,-84.501,6.82,129600,150000,0.65,100000,0.58,100000,0.58
DC1684,36.323,-86.601,0.93,131500,150000,0.66,100000,0.59,100000,0.59
DC1685,36.161,-86.591,7.17,123900,150000,0.62,100000,0.56,100000,0.56
DC1686,35.142,-85.21,5.71,119400,150000,0.6,100000,0.54,100000,0.54
DC1687,35.845,-88.922,3.60,106800,150000,0.53,100000,0.48,100000,0.48
DC1688,35.582,-88.846,5.83,114400,150000,0.57,100000,0.51,100000,0.51
DC1689,36.341,-82.324,1.64,116200,150000,0.58,100000,0.52,100000,0.52
DC1690,36.31,-82.35,3.16,114100,150000,0.57,100000,0.51,100000,0.51
DC1691,36.309,-82.497,5.97,113300,150000,0.57,100000,0.51,100000,0.51
DC1692,35.07,-85.623,0.40,111500,150000,0.56,100000,0.5,100000,0.5
DC1693,36.542,-82.106,6.25,117300,150000,0.59,100000,0.53,100000,0.53
DC1694,35.934,-83.75,0.50,134900,150000,0.67,100000,0.61,100000,0.61
DC1695,36.27,-86.277,0.76,132600,150000,0.66,100000,0.6,100000,0.6
DC1696,35.891,-84.333,6.69,128400,150000,0.64,100000,0.58,100000,0.58
DC1697,35.825,-84.091,2.95,130600,150000,0.65,100000,0.59,100000,0.59
DC1698,36.272,-86.712,0.99,132300,150000,0.66,100000,0.6,100000,0.6
DC1699,35.619,-84.122,4.48,139000,150000,0.7,100000,0.63,100000,0.63
DC1700,35.621,-85.726,0.49,111100,150000,0.56,100000,0.5,100000,0.5
DC1701,35.1,-89.85,4.27,111200,150000,0.56,100000,0.5,100000,0.5
DC1702,36.168,-83.015,6.10,129700,150000,0.65,100000,0.58,100000,0.58
DC1703,35.931,-88.769,7.60,112400,150000,0.56,100000,0.51,100000,0.51
DC1704,35.347,-89.963,3.40,116100,150000,0.58,100000,0.52,100000,0.52
DC1705,36.24,-83.326,5.47,129000,150000,0.65,100000,0.58,100000,0.58
DC1706,36.19,-86.479,6.86,126100,150000,0.63,100000,0.57,100000,0.57
DC1707,35.917,-86.449,4.34,124500,150000,0.62,100000,0.56,100000,0.56
DC1708,36.17,-86.78,1.53,128600,150000,0.64,100000,0.58,100000,0.58
DC1709,36.294,-88.285,7.02,131100,150000,0.66,100000,0.59,100000,0.59
DC1710,35.797,-83.56,2.28,136500,150000,0.68,100000,0.61,100000,0.61
DC1711,35.157,-88.129,6.68,148100,150000,0.74,100000,0.67,100000,0.67
DC1712,35.864,-83.379,1.14,129100,150000,0.65,100000,0.58,100000,0.58
DC1713,35.383,-86.459,7.58,151500,150000,0.76,100000,0.68,100000,0.68
DC1714,35.963,-86.53,0.84,128600,150000,0.64,100000,0.58,100000,0.58
DC1715,35.722,-86.882,6.51,133100,150000,0.67,100000,0.6,100000,0.6
DC1716,36.525,-86.862,3.17,128200,150000,0.64,100000,0.58,100000,0.58
DC1717,35.353,-86.196,1.79,146100,150000,0.73,100000,0.66,100000,0.66
DC1718,36.412,-89.113,7.19,110900,150000,0.55,100000,0.5,100000,0.5
DC1719,32.452,-99.732,0.00,125800,150000,0.63,100000,0.57,100000,0.57
DC1720,33.113,-96.696,5.57,147400,150000,0.74,100000,0.66,100000,0.66
DC1721,35.665,-101.804,5.44,127200,150000,0.64,100000,0.57,100000,0.57
DC1722,29.169,-95.436,6.38,170300,150000,0.85,100000,0.77,100000,0.77
DC1723,27.947,-97.201,3.29,167200,150000,0.84,100000,0.75,100000,0.75
DC1724,32.748,-97.093,5.65,201900,150000,1.01,100000,0.91,100000,0.91
DC1725,30.27,-97.74,4.23,198000,150000,0.99,100000,0.89,100000,0.89
DC1726,30.094,-97.309,0.56,192800,150000,0.96,100000,0.87,100000,0.87
DC1727,29.812,-94.956,3.62,170000,150000,0.85,100000,0.77,100000,0.77
DC1728,30.078,-94.095,3.01,141200,150000,0.71,100000,0.64,100000,0.64
DC1729,32.848,-97.131,6.05,198500,150000,0.99,100000,0.89,100000,0.89
DC1730,32.288,-101.434,5.44,129600,150000,0.65,100000,0.58,100000,0.58
DC1731,29.917,-98.704,2.72,160300,150000,0.8,100000,0.72,100000,0.72
DC1732,30.235,-96.365,5.29,177100,150000,0.89,100000,0.8,100000,0.8
DC1733,29.817,-95.962,3.79,168600,150000,0.84,100000,0.76,100000,0.76
DC1734,25.974,-97.33,0.73,122300,150000,0.61,100000,0.55,100000,0.55
DC1735,30.656,-96.317,6.20,188200,150000,0.94,100000,0.85,100000,0.85
DC1736,32.53,-97.287,3.22,190100,150000,0.95,100000,0.86,100000,0.86
DC1737,32.968,-96.889,0.63,135900,150000,0.68,100000,0.61,100000,0.61
DC1738,32.292,-97.503,6.06,196900,150000,0.98,100000,0.89,100000,0.89
DC1739,30.537,-96.301,7.76,171400,150000,0.86,100000,0.77,100000,0.77
DC1740,30.332,-95.509,1.63,164500,150000,0.82,100000,0.74,100000,0.74
DC1741,32.962,-96.996,6.38,135700,150000,0.68,100000,0.61,100000,0.61
DC1742,27.652,-97.503,4.87,164500,150000,0.82,100000,0.74,100000,0.74
DC1743,27.686,-97.246,5.10,164200,150000,0.82,100000,0.74,100000,0.74
DC1744,32.03,-96.514,1.48,190100,150000,0.95,100000,0.86,100000,0.86
DC1745,30.014,-95.667,4.45,175300,150000,0.88,100000,0.79,100000,0.79
DC1746,32.854,-96.819,2.32,135800,150000,0.68,100000,0.61,100000,0.61
DC1747,30.021,-94.935,4.06,177900,150000,0.89,100000,0.8,100000,0.8
DC1748,33.258,-97.481,0.78,140400,150000,0.7,100000,0.63,100000,0.63
DC1749,33.22,-97.19,7.57,141600,150000,0.71,100000,0.64,100000,0.64
DC1750,26.268,-98.189,6.88,141900,150000,0.71,100000,0.64,100000,0.64
DC1751,31.887,-106.541,0.79,130800,150000,0.65,100000,0.59,100000,0.59
DC1752,31.868,-106.476,0.88,124900,150000,0.62,100000,0.56,100000,0.56
DC1753,32.319,-96.621,1.03,203300,150000,1.02,100000,0.91,100000,0.91
DC1754,32.867,-97.082,6.96,141900,150000,0.71,100000,0.64,100000,0.64
DC1755,32.931,-96.841,4.65,137200,150000,0.69,100000,0.62,100000,0.62
DC1756,33.048,-97.061,4.08,145700,150000,0.73,100000,0.66,100000,0.66
DC1757,32.754,-96.472,6.10,124800,150000,0.62,100000,0.56,100000,0.56
DC1758,32.699,-97.379,0.34,200600,150000,1,100000,0.9,100000,0.9
DC1759,32.845,-97.471,5.21,191900,150000,0.96,100000,0.86,100000,0.86
DC1760,32.81,-98.11,0.39,201200,150000,1.01,100000,0.91,100000,0.91
DC1761,32.937,-96.632,5.58,144100,150000,0.72,100000,0.65,100000,0.65
DC1762,32.409,-97.807,2.64,189300,150000,0.95,100000,0.85,100000,0.85
DC1763,32.679,-97.028,3.47,205200,150000,1.03,100000,0.92,100000,0.92
DC1764,33.088,-96.089,2.97,124800,150000,0.62,100000,0.56,100000,0.56
DC1765,31.069,-97.666,2.41,202000,150000,1.01,100000,0.91,100000,0.91
DC1766,26.263,-97.655,0.75,122000,150000,0.61,100000,0.55,100000,0.55
DC1767,32.124,-94.935,0.45,121800,150000,0.61,100000,0.55,100000,0.55
DC1768,29.693,-95.2,0.15,172900,150000,0.86,100000,0.78,100000,0.78
DC1769,30,-95.175,0.75,175700,150000,0.88,100000,0.79,100000,0.79
DC1770,30.663,-95.541,4.19,165100,150000,0.83,100000,0.74,100000,0.74
DC1771,32.859,-97.176,5.84,189000,150000,0.95,100000,0.85,100000,0.85
DC1772,30.562,-97.546,7.26,188400,150000,0.94,100000,0.85,100000,0.85
DC1773,30.879,-94.029,1.61,139500,150000,0.7,100000,0.63,100000,0.63
DC1774,29.826,-95.751,5.88,165400,150000,0.83,100000,0.74,100000,0.74
DC1775,32.926,-97.233,0.10,136100,150000,0.68,100000,0.61,100000,0.61
DC1776,29.979,-99.146,3.24,156900,150000,0.78,100000,0.71,100000,0.71
DC1777,32.376,-94.873,6.56,129100,150000,0.65,100000,0.58,100000,0.58
DC1778,31.009,-97.72,2.92,191200,150000,0.96,100000,0.86,100000,0.86
DC1779,27.446,-97.85,2.21,157100,150000,0.79,100000,0.71,100000,0.71
DC1780,30.044,-95.216,4.45,167800,150000,0.84,100000,0.76,100000,0.76
DC1781,29.997,-97.807,3.36,192800,150000,0.96,100000,0.87,100000,0.87
DC1782,29.062,-95.488,7.94,172800,150000,0.86,100000,0.78,100000,0.78
DC1783,32.636,-96.803,1.67,200900,150000,1,100000,0.9,100000,0.9
DC1784,27.568,-99.445,3.39,134400,150000,0.67,100000,0.6,100000,0.6
DC1785,29.495,-95.091,3.43,172600,150000,0.86,100000,0.78,100000,0.78
DC1786,30.539,-97.938,7.89,198700,150000,0.99,100000,0.89,100000,0.89
DC1787,33.007,-96.996,3.64,149700,150000,0.75,100000,0.67,100000,0.67
DC1788,32.534,-95.415,3.04,118700,150000,0.59,100000,0.53,100000,0.53
DC1789,33.166,-96.953,6.21,140600,150000,0.7,100000,0.63,100000,0.63
DC1790,30.671,-94.769,2.76,142200,150000,0.71,100000,0.64,100000,0.64
DC1791,32.463,-94.655,4.60,118200,150000,0.59,100000,0.53,100000,0.53
DC1792,33.568,-101.858,2.43,130000,150000,0.65,100000,0.59,100000,0.59
DC1793,31.338,-94.666,7.79,144500,150000,0.72,100000,0.65,100000,0.65
DC1794,32.563,-97.142,6.86,191500,150000,0.96,100000,0.86,100000,0.86
DC1795,30.569,-98.199,6.05,195700,150000,0.98,100000,0.88,100000,0.88
DC1796,32.573,-94.418,0.13,125700,150000,0.63,100000,0.57,100000,0.57
DC1797,26.219,-98.232,1.01,136600,150000,0.68,100000,0.61,100000,0.61
DC1798,33.18,-96.696,3.10,149700,150000,0.75,100000,0.67,100000,0.67
DC1799,32.825,-96.632,0.40,194100,150000,0.97,100000,0.87,100000,0.87
DC1800,32.056,-102.232,0.06,133200,150000,0.67,100000,0.6,100000,0.6
DC1801,32.481,-96.964,0.25,207100,150000,1.04,100000,0.93,100000,0.93
DC1802,29.477,-95.53,7.45,171500,150000,0.86,100000,0.77,100000,0.77
DC1803,33.151,-94.968,3.02,122400,150000,0.61,100000,0.55,100000,0.55
DC1804,33.173,-95.206,7.23,118200,150000,0.59,100000,0.53,100000,0.53
DC1805,33.028,-96.61,4.98,136600,150000,0.68,100000,0.61,100000,0.61
DC1806,31.715,-94.655,2.39,119300,150000,0.6,100000,0.54,100000,0.54
DC1807,29.705,-98.068,4.64,162500,150000,0.81,100000,0.73,100000,0.73
DC1808,31.853,-102.358,3.77,135700,150000,0.68,100000,0.61,100000,0.61
DC1809,31.759,-95.541,6.44,127400,150000,0.64,100000,0.57,100000,0.57
DC1810,33.602,-95.625,1.91,110300,150000,0.55,100000,0.5,100000,0.5
DC1811,29.649,-95.138,5.20,171300,150000,0.86,100000,0.77,100000,0.77
DC1812,29.58,-95.279,2.34,168600,150000,0.84,100000,0.76,100000,0.76
DC1813,26.151,-98.189,4.40,142400,150000,0.71,100000,0.64,100000,0.64
DC1814,34.164,-101.752,1.00,130900,150000,0.65,100000,0.59,100000,0.59
DC1815,33.06,-96.733,0.23,140300,150000,0.7,100000,0.63,100000,0.63
DC1816,29.905,-93.896,4.25,137600,150000,0.69,100000,0.62,100000,0.62
DC1817,32.956,-96.696,1.48,137900,150000,0.69,100000,0.62,100000,0.62
DC1818,33.004,-97.226,0.01,145700,150000,0.73,100000,0.66,100000,0.66
DC1819,32.858,-96.418,4.79,121700,150000,0.61,100000,0.55,100000,0.55
DC1820,29.543,-95.878,5.81,181400,150000,0.91,100000,0.82,100000,0.82
DC1821,30.504,-97.66,6.48,192800,150000,0.96,100000,0.87,100000,0.87
DC1822,29.39,-98.58,0.00,160000,150000,0.8,100000,0.72,100000,0.72
DC1823,29.894,-97.981,6.97,190100,150000,0.95,100000,0.86,100000,0.86
DC1824,29.46,-98.495,5.30,157200,150000,0.79,100000,0.71,100000,0.71
DC1825,33.342,-97.201,6.96,138100,150000,0.69,100000,0.62,100000,0.62
DC1826,29.539,-98.282,0.06,161400,150000,0.81,100000,0.73,100000,0.73
DC1827,29.783,-96.195,2.70,174800,150000,0.87,100000,0.79,100000,0.79
DC1828,33.601,-96.557,1.77,148500,150000,0.74,100000,0.67,100000,0.67
DC1829,32.953,-97.147,7.04,137000,150000,0.69,100000,0.62,100000,0.62
DC1830,30.061,-95.384,1.46,173300,150000,0.87,100000,0.78,100000,0.78
DC1831,29.62,-95.567,2.90,178500,150000,0.89,100000,0.8,100000,0.8
DC1832,29.566,-95.614,1.70,175200,150000,0.88,100000,0.79,100000,0.79
DC1833,33.178,-95.604,5.12,127700,150000,0.64,100000,0.57,100000,0.57
DC1834,31.082,-97.244,5.56,193200,150000,0.97,100000,0.87,100000,0.87
DC1835,33.392,-94.131,1.34,117400,150000,0.59,100000,0.53,100000,0.53
DC1836,29.385,-94.925,1.91,180000,150000,0.9,100000,0.81,100000,0.81
DC1837,30.11,-95.583,2.75,181300,150000,0.91,100000,0.82,100000,0.82
DC1838,32.324,-95.3,1.03,118800,150000,0.59,100000,0.53,100000,0.53
DC1839,28.807,-96.996,0.02,171400,150000,0.86,100000,0.77,100000,0.77
DC1840,29.244,-98.627,0.36,159100,150000,0.8,100000,0.72,100000,0.72
DC1841,31.456,-97.071,0.34,204800,150000,1.02,100000,0.92,100000,0.92
DC1842,32.378,-96.771,0.64,197300,150000,0.99,100000,0.89,100000,0.89
DC1843,32.752,-97.791,0.25,191500,150000,0.96,100000,0.86,100000,0.86
DC1844,29.545,-95.138,4.06,171200,150000,0.86,100000,0.77,100000,0.77
DC1845,26.139,-97.992,2.97,132900,150000,0.66,100000,0.6,100000,0.6
DC1846,32.775,-97.514,2.30,188500,150000,0.94,100000,0.85,100000,0.85
DC1847,33.935,-98.539,2.61,137100,150000,0.69,100000,0.62,100000,0.62
DC1848,32.603,-96.68,5.84,198800,150000,0.99,100000,0.89,100000,0.89
DC1849,37.836,-113.144,7.98,174400,150000,0.87,100000,0.78,100000,0.78
DC1850,41.133,-112.06,6.95,144000,150000,0.72,100000,0.65,100000,0.65
DC1851,41.327,-112.191,2.18,147100,150000,0.74,100000,0.66,100000,0.66
DC1852,40.673,-112.763,2.55,147400,150000,0.74,100000,0.66,100000,0.66
DC1853,37.088,-113.239,5.60,171300,150000,0.86,100000,0.77,100000,0.77
DC1854,41.071,-111.988,7.73,140500,150000,0.7,100000,0.63,100000,0.63
DC1855,40.346,-111.72,2.50,147000,150000,0.74,100000,0.66,100000,0.66
DC1856,41.167,-111.988,1.00,142100,150000,0.71,100000,0.64,100000,0.64
DC1857,40.252,-111.65,0.29,140700,150000,0.7,100000,0.63,100000,0.63
DC1858,37.044,-113.549,3.04,177100,150000,0.89,100000,0.8,100000,0.8
DC1859,40.727,-111.941,0.31,146700,150000,0.73,100000,0.66,100000,0.66
DC1860,40.804,-112.024,1.04,150000,150000,0.75,100000,0.68,100000,0.68
DC1861,40.455,-109.529,1.15,149600,150000,0.75,100000,0.67,100000,0.67
DC1862,36.814,-81.997,2.88,114600,150000,0.57,100000,0.52,100000,0.52
DC1863,38.758,-77.091,7.20,158200,150000,0.79,100000,0.71,100000,0.71
DC1864,37.754,-77.493,4.58,127600,150000,0.64,100000,0.57,100000,0.57
DC1865,36.616,-82.166,7.98,120300,150000,0.6,100000,0.54,100000,0.54
DC1866,38.902,-77.459,1.99,145000,150000,0.73,100000,0.65,100000,0.65
DC1867,38.083,-78.555,7.90,134900,150000,0.67,100000,0.61,100000,0.61
DC1868,36.758,-76.213,6.40,154700,150000,0.77,100000,0.7,100000,0.7
DC1869,37.341,-77.459,1.30,137000,150000,0.69,100000,0.62,100000,0.62
DC1870,37.398,-77.596,0.03,128700,150000,0.64,100000,0.58,100000,0.58
DC1871,38.432,-77.997,0.92,128600,150000,0.64,100000,0.58,100000,0.58
DC1872,36.631,-79.403,7.13,121800,150000,0.61,100000,0.55,100000,0.55
DC1873,37.136,-77.218,7.65,138600,150000,0.69,100000,0.62,100000,0.62
DC1874,38.569,-77.292,6.41,153700,150000,0.77,100000,0.69,100000,0.69
DC1875,38.845,-77.321,7.12,155700,150000,0.78,100000,0.7,100000,0.7
DC1876,37.344,-78.407,1.02,137900,150000,0.69,100000,0.62,100000,0.62
DC1877,36.64,-76.941,3.59,145200,150000,0.73,100000,0.65,100000,0.65
DC1878,38.305,-77.482,6.36,134200,150000,0.67,100000,0.6,100000,0.6
DC1879,38.947,-78.179,5.92,134900,150000,0.67,100000,0.61,100000,0.61
DC1880,38.809,-77.602,0.59,151800,150000,0.76,100000,0.68,100000,0.68
DC1881,36.629,-80.921,5.97,118100,150000,0.59,100000,0.53,100000,0.53
DC1882,37.663,-77.528,0.16,137300,150000,0.69,100000,0.62,100000,0.62
DC1883,37.413,-76.503,7.86,152000,150000,0.76,100000,0.68,100000,0.68
DC1884,38.137,-78.188,1.17,131600,150000,0.66,100000,0.59,100000,0.59
DC1885,37.054,-76.399,4.59,141900,150000,0.71,100000,0.64,100000,0.64
DC1886,38.405,-78.872,2.71,127600,150000,0.64,100000,0.57,100000,0.57
DC1887,37.806,-79.515,6.67,125200,150000,0.63,100000,0.56,100000,0.56
DC1888,37.358,-79.176,0.88,129000,150000,0.65,100000,0.58,100000,0.58
DC1889,37.451,-79.087,6.32,125400,150000,0.63,100000,0.56,100000,0.56
DC1890,38.786,-77.528,4.00,160000,150000,0.8,100000,0.72,100000,0.72
DC1891,36.713,-79.852,3.88,130900,150000,0.65,100000,0.59,100000,0.59
DC1892,37.603,-77.264,3.82,136800,150000,0.68,100000,0.62,100000,0.62
DC1893,38.345,-78.895,1.95,136300,150000,0.68,100000,0.61,100000,0.61
DC1894,37.112,-76.537,4.31,149600,150000,0.75,100000,0.67,100000,0.67
DC1895,36.925,-76.302,3.80,147700,150000,0.74,100000,0.66,100000,0.66
DC1896,38.229,-78.042,1.48,133600,150000,0.67,100000,0.6,100000,0.6
DC1897,36.813,-76.37,4.73,148000,150000,0.74,100000,0.67,100000,0.67
DC1898,37.237,-77.275,7.25,130600,150000,0.65,100000,0.59,100000,0.59
DC1899,37.543,-77.429,3.20,134100,150000,0.67,100000,0.6,100000,0.6
DC1900,37.317,-79.891,3.90,130300,150000,0.65,100000,0.59,100000,0.59
DC1901,36.969,-79.852,6.78,135700,150000,0.68,100000,0.61,100000,0.61
DC1902,38.254,-78.396,4.13,139500,150000,0.7,100000,0.63,100000,0.63
DC1903,37.293,-80.055,2.16,132700,150000,0.66,100000,0.6,100000,0.6
DC1904,36.68,-78.997,3.80,113700,150000,0.57,100000,0.51,100000,0.51
DC1905,38.503,-77.493,4.78,136200,150000,0.68,100000,0.61,100000,0.61
DC1906,38.123,-79.087,6.81,130800,150000,0.65,100000,0.59,100000,0.59
DC1907,39.053,-77.384,6.31,153000,150000,0.77,100000,0.69,100000,0.69
DC1908,38.035,-79.042,6.03,124800,150000,0.62,100000,0.56,100000,0.56
DC1909,36.665,-76.595,7.26,143700,150000,0.72,100000,0.65,100000,0.65
DC1910,37.185,-77.573,6.19,131700,150000,0.66,100000,0.59,100000,0.59
DC1911,37.902,-76.941,5.31,132200,150000,0.66,100000,0.59,100000,0.59
DC1912,36.85,-76.097,6.46,152800,150000,0.76,100000,0.69,100000,0.69
DC1913,38.106,-78.906,0.38,133200,150000,0.67,100000,0.6,100000,0.6
DC1914,37.379,-76.757,4.40,150400,150000,0.75,100000,0.68,100000,0.68
DC1915,39.162,-78.27,7.21,154100,150000,0.77,100000,0.69,100000,0.69
DC1916,38.681,-77.321,0.02,147000,150000,0.74,100000,0.66,100000,0.66
DC1917,38.897,-78.498,0.93,128200,150000,0.64,100000,0.58,100000,0.58
DC1918,37.165,-76.445,6.95,145800,150000,0.73,100000,0.66,100000,0.66
DC1919,44.202,-72.509,5.88,156200,150000,0.78,100000,0.7,100000,0.7
DC1920,42.85,-72.561,5.60,216700,150000,1.08,100000,0.98,100000,0.98
DC1921,44.476,-73.212,2.23,153400,150000,0.77,100000,0.69,100000,0.69
DC1922,44.491,-73.111,0.67,153600,150000,0.77,100000,0.69,100000,0.69
DC1923,43.615,-72.922,6.93,149900,150000,0.75,100000,0.67,100000,0.67
DC1924,48.199,-122.125,7.29,181600,150000,0.91,100000,0.82,100000,0.82
DC1925,47.34,-122.267,3.52,181400,150000,0.91,100000,0.82,100000,0.82
DC1926,47.615,-122.172,2.25,190800,150000,0.95,100000,0.86,100000,0.86
DC1927,48.796,-122.452,3.55,187000,150000,0.94,100000,0.84,100000,0.84
DC1928,47.174,-122.17,4.94,196500,150000,0.98,100000,0.88,100000,0.88
DC1929,47.54,-122.771,1.01,188500,150000,0.94,100000,0.85,100000,0.85
DC1930,48.492,-122.317,7.70,181500,150000,0.91,100000,0.82,100000,0.82
DC1931,46.742,-122.949,4.46,150900,150000,0.75,100000,0.68,100000,0.68
DC1932,47.999,-122.191,6.48,194100,150000,0.97,100000,0.87,100000,0.87
DC1933,47.317,-122.322,0.05,184700,150000,0.92,100000,0.83,100000,0.83
DC1934,47.232,-122.347,3.89,196800,150000,0.98,100000,0.89,100000,0.89
DC1935,47.614,-117.146,3.29,137900,150000,0.69,100000,0.62,100000,0.62
DC1936,47.493,-121.952,3.76,194400,150000,0.97,100000,0.87,100000,0.87
DC1937,46.214,-119.161,7.85,141900,150000,0.71,100000,0.64,100000,0.64
DC1938,47.412,-122.245,0.19,182100,150000,0.91,100000,0.82,100000,0.82
DC1939,47.018,-122.798,0.93,151800,150000,0.76,100000,0.68,100000,0.68
DC1940,47.162,-122.502,0.48,155400,150000,0.78,100000,0.7,100000,0.7
DC1941,47.635,-117.065,0.91,141400,150000,0.71,100000,0.64,100000,0.64
DC1942,46.138,-122.938,5.58,148900,150000,0.74,100000,0.67,100000,0.67
DC1943,47.814,-122.272,3.67,185500,150000,0.93,100000,0.83,100000,0.83
DC1944,48.099,-122.261,3.16,193200,150000,0.97,100000,0.87,100000,0.87
DC1945,47.837,-122.216,0.11,187700,150000,0.94,100000,0.84,100000,0.84
DC1946,47.863,-121.887,1.02,195400,150000,0.98,100000,0.88,100000,0.88
DC1947,47.181,-119.283,5.76,140100,150000,0.7,100000,0.63,100000,0.63
DC1948,48.409,-122.367,2.80,179800,150000,0.9,100000,0.81,100000,0.81
DC1949,46.519,-120.192,3.82,134400,150000,0.67,100000,0.6,100000,0.6
DC1950,46.977,-122.858,0.49,152600,150000,0.76,100000,0.69,100000,0.69
DC1951,46.354,-118.92,7.30,141800,150000,0.71,100000,0.64,100000,0.64
DC1952,47.525,-122.579,4.74,188800,150000,0.94,100000,0.85,100000,0.85
DC1953,47.197,-122.321,2.95,190900,150000,0.95,100000,0.86,100000,0.86
DC1954,47.462,-122.206,0.71,196600,150000,0.98,100000,0.88,100000,0.88
DC1955,45.797,-122.693,0.27,155000,150000,0.78,100000,0.7,100000,0.7
DC1956,47.441,-121.625,6.17,180100,150000,0.9,100000,0.81,100000,0.81
DC1957,47.658,-122.712,4.56,195800,150000,0.98,100000,0.88,100000,0.88
DC1958,47.659,-117.422,4.11,144200,150000,0.72,100000,0.65,100000,0.65
DC1959,47.663,-117.309,7.22,137600,150000,0.69,100000,0.62,100000,0.62
DC1960,47.215,-122.231,5.40,195300,150000,0.98,100000,0.88,100000,0.88
DC1961,47.25,-122.44,5.36,186300,150000,0.93,100000,0.84,100000,0.84
DC1962,47.449,-122.283,2.93,189200,150000,0.95,100000,0.85,100000,0.85
DC1963,45.689,-122.583,1.34,145100,150000,0.73,100000,0.65,100000,0.65
DC1964,46.082,-118.315,7.00,149100,150000,0.75,100000,0.67,100000,0.67
DC1965,47.382,-120.376,6.21,136200,150000,0.68,100000,0.61,100000,0.61
DC1966,46.593,-120.536,2.48,138900,150000,0.69,100000,0.63,100000,0.63
DC1967,44.809,-91.439,5.92,148200,150000,0.74,100000,0.67,100000,0.67
DC1968,44.332,-88.421,7.65,117600,150000,0.59,100000,0.53,100000,0.53
DC1969,43.522,-89.738,2.79,160400,150000,0.8,100000,0.72,100000,0.72
DC1970,43.458,-88.837,5.83,132200,150000,0.66,100000,0.59,100000,0.59
DC1971,42.528,-89.075,4.61,126900,150000,0.63,100000,0.57,100000,0.57
DC1972,44.728,-88.44,5.29,122500,150000,0.61,100000,0.55,100000,0.55
DC1973,44.953,-91.482,7.97,143700,150000,0.72,100000,0.65,100000,0.65
DC1974,42.641,-88.653,0.94,126600,150000,0.63,100000,0.57,100000,0.57
DC1975,44.859,-91.502,2.48,146100,150000,0.73,100000,0.66,100000,0.66
DC1976,42.841,-89.075,4.40,123400,150000,0.62,100000,0.56,100000,0.56
DC1977,43.79,-88.431,2.11,127100,150000,0.64,100000,0.57,100000,0.57
DC1978,42.866,-87.992,4.70,134700,150000,0.67,100000,0.61,100000,0.61
DC1979,44.487,-88.061,7.14,117500,150000,0.59,100000,0.53,100000,0.53
DC1980,44.52,-87.97,2.86,118200,150000,0.59,100000,0.53,100000,0.53
DC1981,43.378,-88.537,7.89,130200,150000,0.65,100000,0.59,100000,0.59
DC1982,43.305,-88.158,2.15,135800,150000,0.68,100000,0.61,100000,0.61
DC1983,42.733,-89.028,6.12,120900,150000,0.6,100000,0.54,100000,0.54
DC1984,42.574,-87.855,3.32,135100,150000,0.68,100000,0.61,100000,0.61
DC1985,43.87,-91.28,4.37,158400,150000,0.79,100000,0.71,100000,0.71
DC1986,43.8,-91.24,7.65,160700,150000,0.8,100000,0.72,100000,0.72
